0	0	3192
1	0	12368
2	0	3356
3	0	6588
4	0	11844
5	0	8160
6	0	12644
7	0	6396
8	0	6880
9	0	16488
10	0	8892
11	0	7288
12	0	10148
13	0	3628
14	0	7052
15	0	16864
16	0	5648
17	0	16784
18	0	5788
19	0	3720
20	0	7552
21	0	15092
22	0	3456
23	0	3260
24	0	16888
25	0	8060
26	0	4968
27	0	3788
28	0	3576
29	0	8272
30	0	7884
31	0	3572
32	0	12228
33	0	5484
34	0	7460
35	0	3524
36	0	3228
37	0	14824
38	0	7572
39	0	12364
40	0	6220
41	0	5360
42	0	6968
43	0	3524
44	0	6164
45	0	6380
46	0	3484
47	0	6412
48	0	6292
49	0	4960
50	0	14556
51	0	8168
52	0	3040
53	0	3472
54	0	8200
55	0	8928
56	0	7420
57	0	4204
58	0	4564
59	0	6884
60	0	6500
61	0	15208
62	0	10888
63	0	18556
64	0	788
65	0	7924
66	0	7208
67	0	16052
68	0	5516
69	0	9464
70	0	12208
71	0	8292
72	0	9232
73	0	7360
74	0	8808
75	0	12924
76	0	6760
77	0	13584
78	0	17052
79	0	6680
80	0	7420
81	0	5640
82	0	6264
83	0	2436
84	0	7512
85	0	16040
86	0	6668
87	1	29008
88	1	7308
89	1	7424
90	1	5940
91	1	5884
92	1	1920
93	1	13056
94	1	15560
95	1	14420
96	1	15196
97	1	16300
98	1	3548
99	1	7764
100	1	6220
101	1	10832
102	1	6648
103	1	14840
104	1	2832
105	1	3652
106	1	14148
107	1	6440
108	1	15620
109	1	6388
110	1	7656
111	1	7180
112	1	13176
113	1	2040
114	1	4436
115	1	5140
116	1	7992
117	1	4680
118	1	7916
119	1	13800
120	1	15604
121	1	5832
122	1	7464
123	1	6724
124	1	4292
125	1	5560
126	1	2544
127	1	14580
128	1	2776
129	1	6160
130	1	12344
131	1	3572
132	1	12008
133	1	14828
134	1	3968
135	1	6944
136	1	4104
137	1	6132
138	1	5588
139	1	4240
140	1	12308
141	1	16376
142	1	3720
143	1	3368
144	1	6652
145	1	1608
146	1	3520
147	1	12768
148	1	6228
149	1	15028
150	1	7288
151	1	3412
152	1	5656
153	1	11344
154	1	8048
155	1	13428
156	1	14596
157	1	7392
158	1	3624
159	1	3356
160	1	4328
161	1	6468
162	1	9568
163	1	11980
164	1	14236
165	1	7792
166	2	23868
167	2	13128
168	2	12224
169	2	15304
170	2	10900
171	2	7536
172	2	3444
173	2	7260
174	2	7532
175	2	6960
176	2	2900
177	2	8168
178	2	17100
179	2	2928
180	2	6088
181	2	15572
182	2	3248
183	2	7772
184	2	8540
185	2	3640
186	2	3272
187	2	12520
188	2	6680
189	2	8144
190	2	7456
191	2	16820
192	2	7596
193	2	7292
194	2	10600
195	2	3592
196	2	9496
197	2	11648
198	2	3404
199	2	6556
200	2	3448
201	2	6808
202	2	14732
203	2	2636
204	2	13068
205	2	2724
206	2	3796
207	2	4456
208	2	11104
209	2	14640
210	2	7600
211	2	1720
212	2	8256
213	2	13976
214	2	7796
215	2	4320
216	2	5588
217	2	14992
218	2	3380
219	2	12528
220	2	8268
221	2	12224
222	2	12588
223	2	3436
224	2	7188
225	2	7940
226	2	2444
227	2	16336
228	2	7768
229	2	8168
230	2	12844
231	2	12796
232	2	6036
233	2	5044
234	2	4880
235	2	9136
236	2	6108
237	2	1936
238	2	8648
239	2	7336
240	2	2484
241	2	8816
242	2	4016
243	2	10744
244	2	17080
245	2	13440
246	2	17612
247	2	12980
248	2	6372
249	2	12672
250	2	7532
251	2	7740
252	2	12756
253	2	2360
254	2	8296
255	2	4184
256	2	12296
257	2	3800
258	2	5452
259	2	4308
