Nombre de generation:1000
Nombre d'essais par individu:10
Nombre d'individu:5
0	7347	0.250	0.261	0.110	0.098	0.280	0.001	
1	8678	0.250	0.261	0.110	0.098	0.280	0.001	
2	8695	0.250	0.261	0.110	0.098	0.280	0.001	
3	8882	0.069	0.207	0.160	0.173	0.260	0.131	
4	8975	0.069	0.207	0.160	0.173	0.260	0.131	
5	7417	0.250	0.261	0.110	0.098	0.280	0.001	
6	7328	0.250	0.261	0.110	0.098	0.280	0.001	
7	6782	0.304	0.202	0.189	0.082	0.094	0.129	
8	9894	0.137	0.283	0.150	0.122	0.234	0.074	
9	7552	0.137	0.283	0.150	0.122	0.234	0.074	
10	7588	0.137	0.283	0.150	0.122	0.234	0.074	
11	8704	0.250	0.261	0.110	0.098	0.280	0.001	
12	8251	0.137	0.283	0.150	0.122	0.234	0.074	
13	9500	0.250	0.261	0.110	0.098	0.280	0.001	
14	7147	0.304	0.202	0.189	0.082	0.094	0.129	
15	7792	0.250	0.261	0.110	0.098	0.280	0.001	
16	7723	0.250	0.261	0.110	0.098	0.280	0.001	
17	7089	0.304	0.202	0.189	0.082	0.094	0.129	
18	8562	0.304	0.202	0.189	0.082	0.094	0.129	
19	8045	0.304	0.202	0.189	0.082	0.094	0.129	
20	6728	0.024	0.447	0.122	0.009	0.369	0.029	
21	7685	0.250	0.261	0.110	0.098	0.280	0.001	
22	10002	0.250	0.261	0.110	0.098	0.280	0.001	
23	6923	0.250	0.261	0.110	0.098	0.280	0.001	
24	7821	0.250	0.261	0.110	0.098	0.280	0.001	
25	6358	0.184	0.249	0.256	0.117	0.113	0.080	
26	9931	0.250	0.261	0.110	0.098	0.280	0.001	
27	7142	0.250	0.261	0.110	0.098	0.280	0.001	
28	7873	0.024	0.447	0.122	0.009	0.369	0.029	
29	8126	0.250	0.261	0.110	0.098	0.280	0.001	
30	7954	0.250	0.261	0.110	0.098	0.280	0.001	
31	8437	0.184	0.249	0.256	0.117	0.113	0.080	
32	7500	0.024	0.447	0.122	0.009	0.369	0.029	
33	7779	0.250	0.261	0.110	0.098	0.280	0.001	
34	8878	0.250	0.261	0.110	0.098	0.280	0.001	
35	7778	0.024	0.447	0.122	0.009	0.369	0.029	
36	7463	0.250	0.261	0.110	0.098	0.280	0.001	
37	10004	0.250	0.261	0.110	0.098	0.280	0.001	
38	8767	0.113	0.245	0.305	0.118	0.173	0.046	
39	7372	0.250	0.261	0.110	0.098	0.280	0.001	
40	7771	0.113	0.245	0.305	0.118	0.173	0.046	
41	8239	0.151	0.265	0.184	0.141	0.227	0.032	
42	7561	0.113	0.245	0.305	0.118	0.173	0.046	
43	6779	0.121	0.176	0.225	0.074	0.185	0.219	
44	7542	0.121	0.176	0.225	0.074	0.185	0.219	
45	8660	0.113	0.245	0.305	0.118	0.173	0.046	
46	9256	0.113	0.245	0.305	0.118	0.173	0.046	
47	6601	0.094	0.168	0.254	0.048	0.313	0.124	
48	7913	0.056	0.217	0.243	0.111	0.244	0.129	
49	8712	0.121	0.176	0.225	0.074	0.185	0.219	
50	8684	0.245	0.267	0.031	0.078	0.158	0.220	
51	8806	0.056	0.217	0.243	0.111	0.244	0.129	
52	8623	0.094	0.168	0.254	0.048	0.313	0.124	
53	8232	0.094	0.168	0.254	0.048	0.313	0.124	
54	8268	0.056	0.217	0.243	0.111	0.244	0.129	
55	9259	0.121	0.176	0.225	0.074	0.185	0.219	
56	8551	0.245	0.267	0.031	0.078	0.158	0.220	
57	8540	0.255	0.324	0.045	0.038	0.154	0.184	
58	10366	0.255	0.324	0.045	0.038	0.154	0.184	
59	9064	0.314	0.214	0.276	0.020	0.073	0.104	
60	9838	0.314	0.214	0.276	0.020	0.073	0.104	
61	9576	0.255	0.324	0.045	0.038	0.154	0.184	
62	10331	0.245	0.267	0.031	0.078	0.158	0.220	
63	10555	0.245	0.267	0.031	0.078	0.158	0.220	
64	9307	0.245	0.267	0.031	0.078	0.158	0.220	
65	8621	0.382	0.247	0.039	0.011	0.237	0.084	
66	9441	0.121	0.176	0.225	0.074	0.185	0.219	
67	7661	0.245	0.267	0.031	0.078	0.158	0.220	
68	8482	0.314	0.214	0.276	0.020	0.073	0.104	
69	9250	0.314	0.214	0.276	0.020	0.073	0.104	
70	10069	0.314	0.214	0.276	0.020	0.073	0.104	
71	9079	0.245	0.267	0.031	0.078	0.158	0.220	
72	8908	0.314	0.214	0.276	0.020	0.073	0.104	
73	11337	0.245	0.267	0.031	0.078	0.158	0.220	
74	10101	0.314	0.214	0.276	0.020	0.073	0.104	
75	10298	0.245	0.267	0.031	0.078	0.158	0.220	
76	8671	0.314	0.214	0.276	0.020	0.073	0.104	
77	10226	0.289	0.236	0.094	0.142	0.171	0.068	
