0	0	16640
1	0	4852
2	0	2508
3	0	7736
4	0	6348
5	0	7256
6	0	17228
7	0	1468
8	0	5464
9	0	17316
10	0	11396
11	1	24560
12	1	5784
13	1	12476
14	1	14752
15	1	6716
16	1	11704
17	1	3480
18	1	4308
19	1	13388
20	1	17072
21	1	8260
22	1	5156
23	1	12476
24	2	22384
25	2	5232
26	2	7276
27	2	5180
28	2	12460
29	2	11948
30	2	15480
31	2	7948
32	2	7804
33	2	13544
34	2	7208
35	2	5956
36	2	3096
37	2	3996
38	2	7168
39	2	12716
40	2	5760
41	2	11896
42	2	7412
43	2	11696
44	2	9088
45	2	7808
46	2	6384
47	2	5092
48	2	6424
49	2	7424
50	2	7920
51	2	7416
52	2	5720
53	2	9780
54	2	4060
55	2	11920
56	2	14872
57	2	7200
58	2	15592
59	2	4140
60	2	8092
61	2	7596
62	2	3224
63	2	2812
64	2	15244
65	2	8564
66	2	2976
67	2	3336
68	2	3100
69	2	7536
70	2	2912
71	2	12900
72	2	11804
73	2	3724
74	2	6804
75	2	12360
76	2	3592
77	2	15736
78	2	11952
79	2	7616
80	2	9144
81	2	6968
82	2	10692
83	2	2296
84	2	17664
85	2	4044
86	2	6760
87	2	7460
88	2	6256
89	2	5488
90	2	11752
91	2	7324
92	2	3588
93	2	4212
94	2	8544
95	2	6780
96	2	3872
97	2	9204
98	2	8404
99	2	3400
100	2	6452
101	2	3216
102	2	7920
103	2	5760
104	2	5560
105	2	4532
106	2	9212
107	2	7080
108	2	7424
109	2	6488
110	2	7476
111	2	3792
112	2	7908
113	2	3196
114	2	6332
115	2	12736
116	2	5236
117	2	13224
118	2	7604
119	2	12636
120	2	6252
121	2	7548
122	2	12984
123	2	9672
124	2	12612
125	2	12340
126	2	3240
127	2	10576
128	2	11628
129	2	7672
130	2	8060
131	2	3360
132	2	2524
133	2	6460
134	2	6456
135	2	16456
136	2	13324
137	2	5196
138	2	12864
139	2	5708
140	2	6620
141	2	11464
142	2	4132
143	2	12784
144	2	10596
145	2	12992
146	2	2964
147	2	7312
148	2	2396
149	2	5584
150	2	15856
151	2	12020
152	2	11900
153	2	7376
154	2	6544
155	2	7416
156	2	12852
157	2	15752
158	2	2424
159	2	3468
160	2	2336
161	2	4232
162	2	5680
163	2	5620
164	2	12716
165	2	2508
166	2	8280
167	2	11060
168	2	13924
169	2	9624
170	2	5812
171	2	7660
172	2	4332
173	2	4196
174	2	9632
175	2	6792
176	2	7644
177	2	3972
178	2	9384
179	2	8236
180	2	4632
181	2	12944
182	2	12120
183	2	6380
184	2	11972
185	2	7376
186	2	6000
187	2	3180
188	2	3636
189	2	3512
190	2	3392
191	2	7232
192	3	22328
193	3	12396
194	3	9884
195	3	17308
196	3	6400
197	3	3212
198	3	9024
199	3	14800
200	3	7076
201	3	6220
202	3	12964
203	3	4340
204	3	7144
205	3	5168
206	3	11684
207	3	9224
208	3	10312
209	3	10464
210	3	12796
211	3	4776
212	3	3468
213	3	5344
214	3	7528
215	3	12292
216	3	6352
217	3	4388
218	3	17192
219	3	2912
220	3	3612
221	3	11028
222	3	5436
223	3	5860
224	3	3480
225	3	14632
226	3	11824
227	3	14156
228	3	6872
229	3	7628
230	3	6676
231	3	6428
232	3	7436
233	3	3460
234	3	7972
235	3	13180
236	3	6316
237	3	8356
238	3	14652
239	3	12628
240	3	12712
241	3	6508
242	3	4312
243	3	8336
244	3	8136
245	3	2448
246	3	10260
247	3	5716
248	3	4384
249	3	5668
250	3	4332
251	3	16496
252	3	15916
253	3	10376
254	3	8000
255	3	1448
256	3	12692
257	3	12364
258	3	5828
259	3	8220
260	3	7456
261	3	7348
262	3	3964
263	3	3344
264	3	7024
265	3	13344
266	3	9492
267	3	2852
268	3	15292
269	3	1864
270	3	5084
271	3	8352
272	3	5068
273	3	9672
274	3	7200
275	3	8244
276	3	4292
277	3	8500
278	3	6772
279	3	12624
280	3	3552
281	3	7192
282	3	15948
283	3	4544
284	3	6740
285	3	6672
286	3	6744
287	3	7516
288	3	4096
289	3	1516
290	3	6736
291	3	11456
292	3	2592
293	3	11328
294	3	16324
295	3	11852
296	3	9528
297	3	6756
298	3	4224
299	3	5068
300	3	6396
301	3	8204
302	3	1484
303	3	12260
304	3	10292
305	3	1344
306	3	12076
307	3	16448
308	4	24196
309	4	6408
310	4	7396
311	4	12608
312	4	5752
313	4	15412
314	4	8600
315	4	13276
316	4	11688
317	4	7292
318	4	7004
319	4	6368
320	4	14876
321	4	5660
322	4	17080
323	4	3508
324	4	5760
325	4	11544
326	4	3536
327	4	4276
328	4	11784
329	4	14000
330	4	18672
331	4	7372
332	4	3420
333	4	5648
334	4	12652
335	4	16412
336	4	3172
337	4	15940
338	4	3188
339	4	8892
340	4	4028
341	4	7016
342	4	15224
343	4	7408
344	4	16584
345	4	13080
346	4	7476
347	4	8896
348	4	3656
349	4	4008
350	4	3576
351	4	6032
352	4	6604
353	4	7028
354	4	6672
355	4	10564
356	4	12648
357	4	8012
358	4	5864
359	4	10824
360	4	7796
361	4	3240
362	4	2888
363	4	16200
364	4	8208
365	4	14568
366	4	7292
367	4	3412
368	4	17916
369	4	4796
370	4	7100
371	4	10456
372	4	2380
373	4	7768
374	4	3604
375	4	12316
376	4	6932
377	4	7156
378	4	14592
379	4	7084
380	4	6652
381	4	6764
382	4	14296
383	4	8488
384	4	10936
385	4	12244
386	4	8344
387	4	13948
388	4	5480
389	4	5316
390	4	8344
391	4	14504
392	4	8912
393	4	5796
394	4	7220
395	4	5704
396	4	5680
397	4	14656
398	4	15736
399	4	10776
400	4	7708
401	4	6932
402	4	3748
403	5	23404
404	5	8460
405	5	5924
406	5	7684
407	5	14772
408	5	7248
409	5	12900
410	5	8240
411	5	5952
412	5	12180
413	5	16616
414	5	7092
415	5	7948
416	5	13808
417	5	5820
418	5	7436
419	5	16512
420	5	4444
421	5	3244
422	5	12316
423	5	3252
424	5	2956
425	5	12904
426	5	5616
427	5	5408
428	5	7828
429	5	2148
430	6	24204
431	6	12872
432	6	2476
433	6	14380
434	6	6560
435	6	6180
436	6	8436
437	6	3604
438	6	6416
439	6	7728
