Nombre de generation:1000
Nombre d'essais par individu:10
Nombre d'individu:5
0	4895	0.149	0.266	0.130	0.240	0.195	0.020	
1	4524	0.149	0.266	0.130	0.240	0.195	0.020	
2	4885	0.300	0.246	0.174	0.090	0.177	0.013	
3	4785	0.149	0.266	0.130	0.240	0.195	0.020	
4	4087	0.300	0.246	0.174	0.090	0.177	0.013	
5	5216	0.300	0.246	0.174	0.090	0.177	0.013	
6	5496	0.192	0.211	0.019	0.176	0.210	0.192	
7	4902	0.094	0.306	0.173	0.049	0.264	0.113	
8	5097	0.149	0.266	0.130	0.240	0.195	0.020	
9	4572	0.185	0.195	0.201	0.112	0.065	0.242	
10	5943	0.149	0.266	0.130	0.240	0.195	0.020	
11	5331	0.369	0.345	0.037	0.054	0.187	0.009	
12	4334	0.212	0.153	0.233	0.114	0.061	0.226	
13	5221	0.149	0.266	0.130	0.240	0.195	0.020	
14	6534	0.123	0.323	0.125	0.120	0.197	0.112	
15	4820	0.137	0.199	0.033	0.201	0.207	0.223	
16	4861	0.137	0.199	0.033	0.201	0.207	0.223	
17	4828	0.179	0.065	0.321	0.057	0.284	0.094	
18	3895	0.212	0.153	0.233	0.114	0.061	0.226	
19	4372	0.149	0.266	0.130	0.240	0.195	0.020	
20	5248	0.167	0.165	0.248	0.060	0.135	0.224	
21	5134	0.102	0.123	0.114	0.278	0.152	0.231	
22	4537	0.252	0.186	0.352	0.026	0.070	0.114	
23	5195	0.102	0.123	0.114	0.278	0.152	0.231	
24	5455	0.223	0.181	0.307	0.104	0.070	0.115	
25	4960	0.102	0.123	0.114	0.278	0.152	0.231	
26	5415	0.064	0.272	0.217	0.193	0.008	0.247	
27	5283	0.065	0.203	0.189	0.165	0.164	0.215	
28	4550	0.065	0.203	0.189	0.165	0.164	0.215	
29	4645	0.054	0.324	0.148	0.035	0.192	0.247	
30	4772	0.252	0.186	0.352	0.026	0.070	0.114	
31	5436	0.064	0.272	0.217	0.193	0.008	0.247	
32	4720	0.054	0.324	0.148	0.035	0.192	0.247	
33	4499	0.252	0.186	0.352	0.026	0.070	0.114	
34	5301	0.064	0.272	0.217	0.193	0.008	0.247	
35	4555	0.252	0.186	0.352	0.026	0.070	0.114	
36	5091	0.064	0.272	0.217	0.193	0.008	0.247	
37	4740	0.022	0.110	0.295	0.231	0.051	0.292	
38	5091	0.172	0.094	0.239	0.182	0.262	0.052	
39	4676	0.022	0.110	0.295	0.231	0.051	0.292	
40	5197	0.172	0.094	0.239	0.182	0.262	0.052	
41	4738	0.172	0.094	0.239	0.182	0.262	0.052	
42	4909	0.232	0.252	0.314	0.129	0.030	0.043	
43	4917	0.252	0.186	0.352	0.026	0.070	0.114	
44	4685	0.022	0.110	0.295	0.231	0.051	0.292	
45	4970	0.064	0.272	0.217	0.193	0.008	0.247	
46	4563	0.085	0.119	0.443	0.086	0.213	0.054	
47	4510	0.055	0.122	0.222	0.290	0.112	0.199	
48	5108	0.055	0.122	0.222	0.290	0.112	0.199	
