Nombre de generation:1000
Nombre d'essais par individu:10
Nombre d'individu:10
0	7147	0.174	0.221	0.092	0.169	0.236	0.107	
1	6656	0.174	0.221	0.092	0.169	0.236	0.107	
2	7877	0.457	0.042	0.252	0.018	0.110	0.122	
3	6722	0.457	0.042	0.252	0.018	0.110	0.122	
4	7854	0.116	0.225	0.117	0.163	0.186	0.193	
5	6264	0.116	0.225	0.117	0.163	0.186	0.193	
6	7516	0.188	0.068	0.118	0.033	0.568	0.024	
7	8271	0.174	0.221	0.092	0.169	0.236	0.107	
8	9164	0.457	0.042	0.252	0.018	0.110	0.122	
9	8369	0.457	0.042	0.252	0.018	0.110	0.122	
10	7771	0.085	0.159	0.104	0.162	0.320	0.172	
11	8367	0.457	0.042	0.252	0.018	0.110	0.122	
12	7541	0.457	0.042	0.252	0.018	0.110	0.122	
13	7390	0.116	0.225	0.117	0.163	0.186	0.193	
14	9401	0.457	0.042	0.252	0.018	0.110	0.122	
15	7901	0.154	0.201	0.232	0.145	0.258	0.010	
16	9134	0.174	0.221	0.092	0.169	0.236	0.107	
17	10504	0.159	0.254	0.281	0.112	0.194	0.000	
18	9134	0.116	0.225	0.117	0.163	0.186	0.193	
19	9796	0.198	0.309	0.086	0.006	0.223	0.177	
20	8990	0.159	0.254	0.281	0.112	0.194	0.000	
21	8610	0.193	0.291	0.096	0.094	0.100	0.226	
22	8614	0.208	0.161	0.222	0.007	0.295	0.107	
23	9706	0.193	0.291	0.096	0.094	0.100	0.226	
24	9426	0.193	0.291	0.096	0.094	0.100	0.226	
25	11290	0.198	0.309	0.086	0.006	0.223	0.177	
26	8875	0.208	0.161	0.222	0.007	0.295	0.107	
27	9234	0.159	0.254	0.281	0.112	0.194	0.000	
28	9411	0.159	0.254	0.281	0.112	0.194	0.000	
29	8614	0.221	0.171	0.059	0.119	0.299	0.131	
30	7942	0.193	0.291	0.096	0.094	0.100	0.226	
31	9326	0.159	0.254	0.281	0.112	0.194	0.000	
32	8957	0.159	0.254	0.281	0.112	0.194	0.000	
33	9012	0.198	0.309	0.086	0.006	0.223	0.177	
34	9756	0.159	0.254	0.281	0.112	0.194	0.000	
35	9582	0.043	0.508	0.245	0.022	0.118	0.063	
36	12330	0.043	0.508	0.245	0.022	0.118	0.063	
37	10123	0.043	0.508	0.245	0.022	0.118	0.063	
38	11979	0.043	0.508	0.245	0.022	0.118	0.063	
39	9886	0.043	0.508	0.245	0.022	0.118	0.063	
40	9656	0.043	0.508	0.245	0.022	0.118	0.063	
41	8920	0.369	0.122	0.267	0.020	0.036	0.186	
42	10574	0.095	0.251	0.117	0.024	0.291	0.221	
43	9364	0.208	0.087	0.357	0.006	0.107	0.235	
44	11221	0.208	0.087	0.357	0.006	0.107	0.235	
45	10046	0.369	0.122	0.267	0.020	0.036	0.186	
46	9020	0.208	0.087	0.357	0.006	0.107	0.235	
47	10767	0.043	0.508	0.245	0.022	0.118	0.063	
48	11490	0.043	0.508	0.245	0.022	0.118	0.063	
49	10300	0.198	0.309	0.086	0.006	0.223	0.177	
50	10428	0.043	0.508	0.245	0.022	0.118	0.063	
51	9982	0.043	0.508	0.245	0.022	0.118	0.063	
52	9527	0.329	0.220	0.045	0.021	0.208	0.177	
53	11814	0.198	0.309	0.086	0.006	0.223	0.177	
54	9865	0.198	0.309	0.086	0.006	0.223	0.177	
55	10649	0.198	0.309	0.086	0.006	0.223	0.177	
56	9111	0.043	0.508	0.245	0.022	0.118	0.063	
57	12282	0.043	0.508	0.245	0.022	0.118	0.063	
58	10089	0.198	0.309	0.086	0.006	0.223	0.177	
59	9257	0.208	0.087	0.357	0.006	0.107	0.235	
60	9460	0.232	0.188	0.261	0.019	0.106	0.193	
61	12726	0.043	0.508	0.245	0.022	0.118	0.063	
62	9710	0.198	0.309	0.086	0.006	0.223	0.177	
63	10800	0.043	0.508	0.245	0.022	0.118	0.063	
64	10339	0.307	0.232	0.230	0.085	0.139	0.006	
65	9982	0.329	0.220	0.045	0.021	0.208	0.177	
66	10794	0.232	0.188	0.261	0.019	0.106	0.193	
67	10907	0.369	0.122	0.267	0.020	0.036	0.186	
68	10534	0.043	0.508	0.245	0.022	0.118	0.063	
69	10648	0.329	0.220	0.045	0.021	0.208	0.177	
70	9207	0.261	0.196	0.311	0.022	0.087	0.123	
71	9507	0.043	0.508	0.245	0.022	0.118	0.063	
72	12723	0.043	0.508	0.245	0.022	0.118	0.063	
73	11585	0.369	0.122	0.267	0.020	0.036	0.186	
74	11874	0.329	0.220	0.045	0.021	0.208	0.177	
75	10242	0.232	0.188	0.261	0.019	0.106	0.193	
76	9932	0.043	0.508	0.245	0.022	0.118	0.063	
77	10529	0.043	0.508	0.245	0.022	0.118	0.063	
78	9182	0.043	0.508	0.245	0.022	0.118	0.063	
79	11905	0.043	0.508	0.245	0.022	0.118	0.063	
80	9702	0.208	0.087	0.357	0.006	0.107	0.235	
81	12114	0.244	0.378	0.043	0.038	0.207	0.090	
82	11232	0.329	0.220	0.045	0.021	0.208	0.177	
83	10659	0.043	0.508	0.245	0.022	0.118	0.063	
84	11368	0.251	0.237	0.099	0.016	0.258	0.139	
85	9942	0.244	0.378	0.043	0.038	0.207	0.090	
86	11686	0.244	0.378	0.043	0.038	0.207	0.090	
87	10386	0.251	0.237	0.099	0.016	0.258	0.139	
88	10001	0.049	0.297	0.289	0.023	0.276	0.067	
89	10998	0.251	0.237	0.099	0.016	0.258	0.139	
90	10256	0.232	0.188	0.261	0.019	0.106	0.193	
91	10101	0.043	0.508	0.245	0.022	0.118	0.063	
92	10445	0.043	0.508	0.245	0.022	0.118	0.063	
93	10432	0.251	0.237	0.099	0.016	0.258	0.139	
94	9910	0.244	0.378	0.043	0.038	0.207	0.090	
95	10174	0.244	0.378	0.043	0.038	0.207	0.090	
96	10067	0.043	0.508	0.245	0.022	0.118	0.063	
97	10215	0.043	0.508	0.245	0.022	0.118	0.063	
98	11376	0.043	0.508	0.245	0.022	0.118	0.063	
99	8918	0.043	0.508	0.245	0.022	0.118	0.063	
100	10691	0.043	0.508	0.245	0.022	0.118	0.063	
101	12289	0.043	0.508	0.245	0.022	0.118	0.063	
102	9888	0.329	0.220	0.045	0.021	0.208	0.177	
103	11793	0.019	0.210	0.329	0.030	0.237	0.175	
104	10684	0.002	0.304	0.312	0.033	0.198	0.152	
105	10694	0.244	0.378	0.043	0.038	0.207	0.090	
