Nombre de generation:200
Nombre d'essais par individu:10
Nombre d'individu:20
0	8299	0.228	0.285	0.022	0.052	0.274	0.139	
1	9396	0.043	0.269	0.126	0.140	0.324	0.099	
2	9859	0.215	0.168	0.207	0.006	0.209	0.195	
3	9351	0.228	0.285	0.022	0.052	0.274	0.139	
4	9260	0.110	0.374	0.081	0.029	0.124	0.282	
5	10985	0.110	0.374	0.081	0.029	0.124	0.282	
6	9251	0.231	0.136	0.206	0.111	0.310	0.006	
7	11711	0.110	0.374	0.081	0.029	0.124	0.282	
8	9495	0.026	0.217	0.241	0.089	0.199	0.228	
9	12580	0.228	0.285	0.022	0.052	0.274	0.139	
10	9504	0.027	0.405	0.144	0.154	0.212	0.058	
11	11444	0.027	0.405	0.144	0.154	0.212	0.058	
12	8882	0.110	0.374	0.081	0.029	0.124	0.282	
13	9708	0.052	0.209	0.136	0.068	0.279	0.256	
14	9171	0.228	0.285	0.022	0.052	0.274	0.139	
15	9291	0.215	0.168	0.207	0.006	0.209	0.195	
16	11505	0.228	0.285	0.022	0.052	0.274	0.139	
17	9881	0.110	0.374	0.081	0.029	0.124	0.282	
18	9588	0.107	0.299	0.162	0.143	0.273	0.016	
19	9391	0.052	0.209	0.136	0.068	0.279	0.256	
20	9235	0.086	0.317	0.017	0.027	0.341	0.212	
21	8871	0.027	0.405	0.144	0.154	0.212	0.058	
22	9989	0.107	0.299	0.162	0.143	0.273	0.016	
23	8757	0.027	0.405	0.144	0.154	0.212	0.058	
24	10886	0.110	0.374	0.081	0.029	0.124	0.282	
25	10624	0.162	0.219	0.138	0.127	0.229	0.125	
26	11215	0.278	0.193	0.007	0.012	0.233	0.277	
27	9984	0.110	0.374	0.081	0.029	0.124	0.282	
28	9510	0.086	0.317	0.017	0.027	0.341	0.212	
29	9234	0.198	0.267	0.166	0.013	0.179	0.178	
30	10890	0.027	0.405	0.144	0.154	0.212	0.058	
31	10222	0.278	0.193	0.007	0.012	0.233	0.277	
32	10759	0.110	0.374	0.081	0.029	0.124	0.282	
33	9878	0.278	0.193	0.007	0.012	0.233	0.277	
34	10369	0.215	0.168	0.207	0.006	0.209	0.195	
35	11739	0.278	0.193	0.007	0.012	0.233	0.277	
36	10208	0.215	0.168	0.207	0.006	0.209	0.195	
37	10886	0.110	0.374	0.081	0.029	0.124	0.282	
38	11165	0.277	0.254	0.104	0.033	0.109	0.224	
39	9577	0.110	0.374	0.081	0.029	0.124	0.282	
40	9929	0.234	0.214	0.201	0.046	0.233	0.072	
41	9749	0.234	0.214	0.201	0.046	0.233	0.072	
42	10709	0.277	0.254	0.104	0.033	0.109	0.224	
43	9785	0.278	0.193	0.007	0.012	0.233	0.277	
44	10717	0.110	0.374	0.081	0.029	0.124	0.282	
45	10608	0.039	0.389	0.107	0.086	0.211	0.168	
46	11408	0.086	0.317	0.017	0.027	0.341	0.212	
47	9557	0.068	0.289	0.313	0.060	0.259	0.011	
48	10897	0.086	0.317	0.017	0.027	0.341	0.212	
49	9743	0.215	0.168	0.207	0.006	0.209	0.195	
50	10874	0.198	0.267	0.166	0.013	0.179	0.178	
51	11184	0.123	0.269	0.222	0.052	0.129	0.205	
52	10302	0.052	0.286	0.005	0.066	0.314	0.277	
53	11990	0.284	0.385	0.118	0.094	0.080	0.040	
54	9682	0.086	0.317	0.017	0.027	0.341	0.212	
55	9806	0.215	0.168	0.207	0.006	0.209	0.195	
56	8756	0.278	0.193	0.007	0.012	0.233	0.277	
57	11744	0.027	0.405	0.144	0.154	0.212	0.058	
58	9664	0.152	0.337	0.143	0.050	0.296	0.022	
59	11443	0.198	0.267	0.166	0.013	0.179	0.178	
60	9886	0.050	0.417	0.195	0.055	0.153	0.129	
61	9285	0.039	0.389	0.107	0.086	0.211	0.168	
62	9892	0.278	0.193	0.007	0.012	0.233	0.277	
63	10951	0.062	0.413	0.148	0.141	0.144	0.091	
64	10643	0.198	0.267	0.166	0.013	0.179	0.178	
65	10324	0.039	0.389	0.107	0.086	0.211	0.168	
66	9560	0.278	0.193	0.007	0.012	0.233	0.277	
67	10669	0.050	0.417	0.195	0.055	0.153	0.129	
68	10216	0.050	0.417	0.195	0.055	0.153	0.129	
69	10820	0.277	0.254	0.104	0.033	0.109	0.224	
70	8987	0.052	0.286	0.005	0.066	0.314	0.277	
71	10269	0.198	0.267	0.166	0.013	0.179	0.178	
72	10586	0.198	0.267	0.166	0.013	0.179	0.178	
73	10145	0.067	0.345	0.154	0.007	0.126	0.301	
74	9607	0.140	0.205	0.288	0.059	0.078	0.230	
75	11625	0.067	0.345	0.154	0.007	0.126	0.301	
76	11402	0.039	0.389	0.107	0.086	0.211	0.168	
77	9402	0.086	0.317	0.017	0.027	0.341	0.212	
78	9636	0.067	0.345	0.154	0.007	0.126	0.301	
79	11694	0.050	0.417	0.195	0.055	0.153	0.129	
80	12115	0.234	0.214	0.201	0.046	0.233	0.072	
81	10161	0.052	0.286	0.005	0.066	0.314	0.277	
82	11080	0.195	0.185	0.098	0.007	0.286	0.229	
83	11691	0.039	0.389	0.107	0.086	0.211	0.168	
84	11108	0.067	0.345	0.154	0.007	0.126	0.301	
85	11166	0.131	0.264	0.198	0.058	0.258	0.091	
86	10629	0.017	0.313	0.064	0.016	0.293	0.298	
87	10074	0.086	0.317	0.017	0.027	0.341	0.212	
88	11092	0.017	0.313	0.064	0.016	0.293	0.298	
89	10226	0.050	0.417	0.195	0.055	0.153	0.129	
90	11039	0.198	0.267	0.166	0.013	0.179	0.178	
91	11553	0.086	0.317	0.017	0.027	0.341	0.212	
92	9827	0.086	0.317	0.017	0.027	0.341	0.212	
93	12157	0.198	0.267	0.166	0.013	0.179	0.178	
94	10382	0.131	0.264	0.198	0.058	0.258	0.091	
95	10594	0.067	0.345	0.154	0.007	0.126	0.301	
96	9902	0.086	0.317	0.017	0.027	0.341	0.212	
97	11745	0.057	0.402	0.018	0.011	0.300	0.212	
98	9804	0.039	0.389	0.107	0.086	0.211	0.168	
99	10847	0.198	0.267	0.166	0.013	0.179	0.178	
100	9351	0.198	0.267	0.166	0.013	0.179	0.178	
101	10310	0.102	0.282	0.030	0.064	0.238	0.283	
102	9463	0.191	0.320	0.062	0.175	0.252	0.001	
103	10083	0.017	0.313	0.064	0.016	0.293	0.298	
104	11420	0.050	0.417	0.195	0.055	0.153	0.129	
105	10490	0.119	0.302	0.151	0.135	0.238	0.054	
106	10247	0.050	0.417	0.195	0.055	0.153	0.129	
107	9719	0.195	0.185	0.098	0.007	0.286	0.229	
108	11016	0.131	0.264	0.198	0.058	0.258	0.091	
109	10089	0.198	0.267	0.166	0.013	0.179	0.178	
110	11274	0.198	0.267	0.166	0.013	0.179	0.178	
111	9833	0.180	0.177	0.297	0.050	0.224	0.071	
112	11590	0.164	0.244	0.227	0.023	0.186	0.157	
113	10789	0.067	0.345	0.154	0.007	0.126	0.301	
114	10736	0.195	0.185	0.098	0.007	0.286	0.229	
115	10176	0.180	0.177	0.297	0.050	0.224	0.071	
116	12122	0.164	0.244	0.227	0.023	0.186	0.157	
117	12224	0.057	0.402	0.018	0.011	0.300	0.212	
118	11728	0.164	0.244	0.227	0.023	0.186	0.157	
119	10390	0.131	0.264	0.198	0.058	0.258	0.091	
120	10798	0.017	0.313	0.064	0.016	0.293	0.298	
121	12066	0.079	0.301	0.055	0.077	0.266	0.222	
122	10688	0.001	0.317	0.183	0.032	0.170	0.298	
123	10474	0.001	0.317	0.183	0.032	0.170	0.298	
124	11336	0.237	0.449	0.062	0.049	0.093	0.109	
125	10572	0.044	0.280	0.072	0.022	0.186	0.397	
126	10708	0.044	0.280	0.072	0.022	0.186	0.397	
127	9441	0.195	0.185	0.098	0.007	0.286	0.229	
128	9974	0.198	0.267	0.166	0.013	0.179	0.178	
129	9894	0.050	0.417	0.195	0.055	0.153	0.129	
130	10681	0.045	0.246	0.306	0.043	0.279	0.080	
131	11655	0.198	0.267	0.166	0.013	0.179	0.178	
132	9957	0.106	0.286	0.147	0.076	0.252	0.133	
133	8957	0.215	0.257	0.015	0.000	0.164	0.349	
134	9530	0.106	0.286	0.147	0.076	0.252	0.133	
135	9725	0.050	0.417	0.195	0.055	0.153	0.129	
136	9691	0.045	0.246	0.306	0.043	0.279	0.080	
137	8935	0.164	0.244	0.227	0.023	0.186	0.157	
138	10881	0.001	0.317	0.183	0.032	0.170	0.298	
139	10812	0.001	0.317	0.183	0.032	0.170	0.298	
140	9813	0.001	0.317	0.183	0.032	0.170	0.298	
141	9638	0.001	0.317	0.183	0.032	0.170	0.298	
142	11248	0.164	0.281	0.005	0.078	0.294	0.178	
143	9868	0.045	0.246	0.306	0.043	0.279	0.080	
144	10619	0.106	0.286	0.147	0.076	0.252	0.133	
145	9520	0.177	0.263	0.208	0.082	0.255	0.014	
146	10242	0.045	0.246	0.306	0.043	0.279	0.080	
147	10488	0.414	0.073	0.360	0.004	0.043	0.106	
148	10166	0.215	0.257	0.015	0.000	0.164	0.349	
149	10962	0.414	0.073	0.360	0.004	0.043	0.106	
150	9890	0.001	0.317	0.183	0.032	0.170	0.298	
151	10528	0.045	0.246	0.306	0.043	0.279	0.080	
152	10290	0.001	0.317	0.183	0.032	0.170	0.298	
153	12188	0.001	0.317	0.183	0.032	0.170	0.298	
154	10342	0.057	0.402	0.018	0.011	0.300	0.212	
155	10901	0.226	0.242	0.168	0.030	0.130	0.204	
156	11005	0.414	0.073	0.360	0.004	0.043	0.106	
157	10077	0.050	0.417	0.195	0.055	0.153	0.129	
158	9152	0.050	0.417	0.195	0.055	0.153	0.129	
159	11473	0.414	0.073	0.360	0.004	0.043	0.106	
160	9790	0.050	0.417	0.195	0.055	0.153	0.129	
161	9701	0.414	0.073	0.360	0.004	0.043	0.106	
162	11422	0.414	0.073	0.360	0.004	0.043	0.106	
163	9676	0.050	0.417	0.195	0.055	0.153	0.129	
164	9296	0.201	0.197	0.282	0.031	0.158	0.132	
165	9955	0.164	0.244	0.227	0.023	0.186	0.157	
166	10267	0.057	0.280	0.246	0.157	0.244	0.017	
167	11462	0.205	0.305	0.193	0.006	0.097	0.194	
168	11601	0.050	0.417	0.195	0.055	0.153	0.129	
169	10126	0.017	0.313	0.064	0.016	0.293	0.298	
170	11613	0.001	0.317	0.183	0.032	0.170	0.298	
171	10485	0.001	0.317	0.183	0.032	0.170	0.298	
172	10358	0.233	0.174	0.264	0.044	0.116	0.170	
173	10678	0.050	0.417	0.195	0.055	0.153	0.129	
174	10060	0.045	0.246	0.306	0.043	0.279	0.080	
175	9446	0.227	0.143	0.258	0.008	0.081	0.283	
176	10424	0.045	0.246	0.306	0.043	0.279	0.080	
177	9935	0.205	0.305	0.193	0.006	0.097	0.194	
178	10228	0.017	0.313	0.064	0.016	0.293	0.298	
179	9792	0.205	0.305	0.193	0.006	0.097	0.194	
180	12154	0.413	0.174	0.282	0.017	0.045	0.069	
181	9686	0.227	0.143	0.258	0.008	0.081	0.283	
182	10194	0.414	0.073	0.360	0.004	0.043	0.106	
183	8782	0.017	0.313	0.064	0.016	0.293	0.298	
184	9962	0.227	0.143	0.258	0.008	0.081	0.283	
185	9453	0.414	0.073	0.360	0.004	0.043	0.106	
186	10510	0.050	0.417	0.195	0.055	0.153	0.129	
187	10215	0.164	0.244	0.227	0.023	0.186	0.157	
188	11601	0.164	0.244	0.227	0.023	0.186	0.157	
189	10180	0.134	0.354	0.012	0.001	0.176	0.323	
190	10641	0.414	0.073	0.360	0.004	0.043	0.106	
191	11227	0.120	0.186	0.132	0.043	0.239	0.281	
192	10447	0.045	0.246	0.306	0.043	0.279	0.080	
193	10359	0.045	0.246	0.306	0.043	0.279	0.080	
194	10442	0.164	0.244	0.227	0.023	0.186	0.157	
195	10315	0.201	0.197	0.282	0.031	0.158	0.132	
196	10336	0.175	0.315	0.241	0.005	0.023	0.241	
197	10778	0.175	0.315	0.241	0.005	0.023	0.241	
198	10325	0.227	0.143	0.258	0.008	0.081	0.283	
199	11544	0.120	0.186	0.132	0.043	0.239	0.281	
